Star Rating,Review Title,Review Text,Review Submit Date and Time,App Version Code,Developer Reply Text
3,Net banking payment is,"Net banking payment is completely broken on this app. My bank statement confirms the debit, yet the app shows zero transaction history for this payment. Please process my allotment or refund my money immediately.",2026-05-23 07:36:26 UTC,620,
4,Too many steps required,Too many steps required just to get started. There are too many document requirements and no clear instructions on what size PDF to upload. Needs a smoother registration flow for non-tech-savvy users.,2026-05-23 07:32:13 UTC,634,
3,Capital gains calculations are incorrect,"Capital gains calculations are incorrect. My mutual fund transactions are listed correctly, but the overall summary values are blank. I need this statement urgently for my CA.",2026-05-23 07:30:18 UTC,621,
1,KYC is extremely frustrating,KYC is extremely frustrating. My application was rejected four times without any specific reason or feedback. Please fix this onboarding bug immediately.,2026-05-23 07:25:04 UTC,618,
1,App lock and biometric setup,App lock and biometric setup is buggy. Setting up fingerprint login resets my MPIN every single time I restart the phone. Needs a smoother registration flow for non-tech-savvy users.,2026-05-23 07:17:34 UTC,632,
5,Best investment app in India,Best investment app in India! Low minimum investment limits of just 100 rupees make mutual funds highly accessible to everyone. Keep up the great work and thank you for making investing simple.,2026-05-23 07:04:20 UTC,629,
5,Highly recommended for beginners and pro,Highly recommended for beginners and pro investors alike. I love the side-by-side fund comparison tool and the portfolio overlap analysis which helped me rebalance. Kudos to the development team for such a brilliant product!,2026-05-23 06:51:10 UTC,618,
1,Video KYC is a nightmare,Video KYC is a nightmare. My application was rejected four times without any specific reason or feedback. Not a good start for a new investor.,2026-05-23 06:37:25 UTC,633,
4,The annual portfolio report contains blank,The annual portfolio report contains blank pages. The system keeps throwing a 500 internal server error when I request my FY25 capital gains report. I need this statement urgently for my CA.,2026-05-23 06:12:31 UTC,649,
4,Best investment app in India,Best investment app in India! Low minimum investment limits of just 100 rupees make mutual funds highly accessible to everyone. Five stars all the way!,2026-05-23 05:54:38 UTC,625,
1,The annual portfolio report contains blank,"The annual portfolio report contains blank pages. It lacks detail on short-term vs long-term capital gains, making tax filing very complicated. Please fix the PDF export tool as soon as possible.",2026-05-23 05:47:07 UTC,621,
3,Exporting my mutual fund statement,"Exporting my mutual fund statement gives a server error. My mutual fund transactions are listed correctly, but the overall summary values are blank. Excel sheet format should be cleaned up.",2026-05-23 05:38:31 UTC,612,
2,Wish there was a better,Wish there was a better way to export watchlist data. The download button in the tax section opens a 0 KB corrupt PDF that won't open in Acrobat. A simple share button is needed.,2026-05-23 05:09:54 UTC,613,
2,Autopay setup failed but,Autopay setup failed but bank still got linked. The payment screen times out and crashes back to the dashboard during peak market hours. Please process my allotment or refund my money immediately.,2026-05-23 05:04:06 UTC,634,
5,I have been using this app,I have been using this app for 2 years without a single issue. Setting up monthly SIPs is absolutely seamless and the auto-pay works flawlessly every single time. Keep up the great work and thank you for making investing simple.,2026-05-23 05:02:42 UTC,632,
3,Wish there was,"Wish there was a better way to export watchlist data. It lacks detail on short-term vs long-term capital gains, making tax filing very complicated. A simple share button is needed.",2026-05-23 05:00:49 UTC,650,
5,Best investment app in,Best investment app in India! Low minimum investment limits of just 100 rupees make mutual funds highly accessible to everyone. Keep up the great work and thank you for making investing simple.,2026-05-23 04:45:47 UTC,652,
4,The design is incredibly beautiful and,"The design is incredibly beautiful and fast. The app performance is extremely fast, charts load instantly, and the XIRR tracking is very transparent. Kudos to the development team for such a brilliant product!",2026-05-23 04:38:59 UTC,642,
3,Onboarding took much longer than,Onboarding took much longer than advertised. The app freezes for 10 seconds right after entering the welcome screen OTP. Hoping the actual investing experience is better than the sign-up.,2026-05-23 04:19:07 UTC,611,
5,Super smooth and,Super smooth and intuitive mutual fund interface. Instant KYC was completed in under 15 minutes on a Sunday and I started my first investment immediately. Will definitely continue using this for all my wealth building.,2026-05-23 04:18:30 UTC,653,
3,Double deduction occurred during,Double deduction occurred during lumpsum investment. The payment screen times out and crashes back to the dashboard during peak market hours. Please process my allotment or refund my money immediately.,2026-05-23 04:13:21 UTC,639,
4,Best investment app,Best investment app in India! Instant KYC was completed in under 15 minutes on a Sunday and I started my first investment immediately. Keep up the great work and thank you for making investing simple.,2026-05-23 04:09:06 UTC,626,
5,The design is incredibly,The design is incredibly beautiful and fast. Low minimum investment limits of just 100 rupees make mutual funds highly accessible to everyone. Five stars all the way!,2026-05-23 04:04:54 UTC,610,
3,Too many steps required just,Too many steps required just to get started. There are too many document requirements and no clear instructions on what size PDF to upload. Needs a smoother registration flow for non-tech-savvy users.,2026-05-23 03:59:48 UTC,644,
4,I have been using,"I have been using this app for 2 years without a single issue. The app performance is extremely fast, charts load instantly, and the XIRR tracking is very transparent. Kudos to the development team for such a brilliant product!",2026-05-23 03:53:33 UTC,628,
3,Stuck in verification when,"Stuck in verification when trying to redeem mutual funds. The instant redemption feature says it transfers money in 30 minutes, but it has been 4 hours and nothing happened. I will file a complaint if my payout isn't processed today.",2026-05-23 03:50:38 UTC,638,
1,UPI transaction failed,"UPI transaction failed at the last confirmation step. I invested 10,000 rupees via UPI, the bank sent a success SMS, but the app displays a payment failed screen. Hoping my money is safe with this platform.",2026-05-23 03:35:09 UTC,613,
4,The annual portfolio report contains blank,"The annual portfolio report contains blank pages. It lacks detail on short-term vs long-term capital gains, making tax filing very complicated. Please fix the PDF export tool as soon as possible.",2026-05-23 03:30:01 UTC,647,
5,Super smooth and intuitive mutual,Super smooth and intuitive mutual fund interface. Setting up monthly SIPs is absolutely seamless and the auto-pay works flawlessly every single time. Five stars all the way!,2026-05-23 03:21:15 UTC,615,
4,I have been using,I have been using this app for 2 years without a single issue. Setting up monthly SIPs is absolutely seamless and the auto-pay works flawlessly every single time. Five stars all the way!,2026-05-23 03:18:40 UTC,640,
1,Withdrawal was rejected with no explanation,"Withdrawal was rejected with no explanation given. The instant redemption feature says it transfers money in 30 minutes, but it has been 4 hours and nothing happened. Zero transparency on withdrawal status.",2026-05-23 03:07:50 UTC,611,
5,The design is incredibly,The design is incredibly beautiful and fast. I love the side-by-side fund comparison tool and the portfolio overlap analysis which helped me rebalance. Keep up the great work and thank you for making investing simple.,2026-05-23 02:56:22 UTC,621,
1,Net banking payment is completely broken,"Net banking payment is completely broken on this app. My bank statement confirms the debit, yet the app shows zero transaction history for this payment. Please process my allotment or refund my money immediately.",2026-05-23 02:48:27 UTC,623,
2,Money was debited from,Money was debited from my bank account but my portfolio is not updated. The payment was deducted twice for a single SIP installment and no refund has been initiated. Customer support only sends automated template replies about this.,2026-05-23 02:46:51 UTC,654,
5,Super smooth and,Super smooth and intuitive mutual fund interface. Instant KYC was completed in under 15 minutes on a Sunday and I started my first investment immediately. Keep up the great work and thank you for making investing simple.,2026-05-23 02:32:11 UTC,637,
3,KYC is extremely frustrating,"KYC is extremely frustrating. I uploaded clear, high-resolution photos of my PAN and Aadhaar but the system keeps saying documents are illegible. Not a good start for a new investor.",2026-05-23 02:21:45 UTC,630,
4,Best investment app,Best investment app in India! Setting up monthly SIPs is absolutely seamless and the auto-pay works flawlessly every single time. Keep up the great work and thank you for making investing simple.,2026-05-23 02:03:57 UTC,649,
1,Too many steps required just,Too many steps required just to get started. I had to re-enter my personal details three times because the app crashed mid-way. Hoping the actual investing experience is better than the sign-up.,2026-05-23 01:59:30 UTC,626,
4,Too many steps,"Too many steps required just to get started. The app freezes for 10 seconds right after entering the welcome screen OTP. Otherwise, the rest of the application seems well-designed.",2026-05-23 01:40:55 UTC,640,
3,Money was debited,Money was debited from my bank account but my portfolio is not updated. The payment screen times out and crashes back to the dashboard during peak market hours. Hoping my money is safe with this platform.,2026-05-23 01:19:12 UTC,632,
5,I have been using,I have been using this app for 2 years without a single issue. Low minimum investment limits of just 100 rupees make mutual funds highly accessible to everyone. The dark mode is also beautifully implemented and comfortable.,2026-05-23 01:06:04 UTC,649,
5,Super smooth and,Super smooth and intuitive mutual fund interface. Instant KYC was completed in under 15 minutes on a Sunday and I started my first investment immediately. The dark mode is also beautifully implemented and comfortable.,2026-05-23 00:40:20 UTC,649,
4,The annual portfolio report contains,The annual portfolio report contains blank pages. The system keeps throwing a 500 internal server error when I request my FY25 capital gains report. Excel sheet format should be cleaned up.,2026-05-23 00:35:04 UTC,640,
5,Super smooth and intuitive,Super smooth and intuitive mutual fund interface. Setting up monthly SIPs is absolutely seamless and the auto-pay works flawlessly every single time. The dark mode is also beautifully implemented and comfortable.,2026-05-23 00:18:17 UTC,646,
2,Unable to withdraw my money,"Unable to withdraw my money from liquid funds. Support claims the payout was successful, but my bank statement shows absolutely no deposit from their side. Where is my money? Urgent response required.",2026-05-22 23:56:32 UTC,625,
4,Exporting my mutual,Exporting my mutual fund statement gives a server error. The download button in the tax section opens a 0 KB corrupt PDF that won't open in Acrobat. Please fix the PDF export tool as soon as possible.,2026-05-22 23:42:28 UTC,637,
1,UPI transaction failed,UPI transaction failed at the last confirmation step. The payment was deducted twice for a single SIP installment and no refund has been initiated. Customer support only sends automated template replies about this.,2026-05-22 23:13:02 UTC,639,
2,The onboarding UI is a bit,The onboarding UI is a bit confusing. Setting up fingerprint login resets my MPIN every single time I restart the phone. Please simplify the verification screens.,2026-05-22 23:04:33 UTC,636,
1,Wish there was a better way,"Wish there was a better way to export watchlist data. My mutual fund transactions are listed correctly, but the overall summary values are blank. I need this statement urgently for my CA.",2026-05-22 22:47:34 UTC,635,
5,I have been using this app,I have been using this app for 2 years without a single issue. I love the side-by-side fund comparison tool and the portfolio overlap analysis which helped me rebalance. Will definitely continue using this for all my wealth building.,2026-05-22 22:07:04 UTC,632,
1,Downloading tax statements,"Downloading tax statements is broken. It lacks detail on short-term vs long-term capital gains, making tax filing very complicated. A simple share button is needed.",2026-05-22 22:01:58 UTC,636,
3,The onboarding UI is a,The onboarding UI is a bit confusing. The app freezes for 10 seconds right after entering the welcome screen OTP. Decent app but onboarding friction is high.,2026-05-22 22:01:40 UTC,649,
5,Highly recommended for,Highly recommended for beginners and pro investors alike. Setting up monthly SIPs is absolutely seamless and the auto-pay works flawlessly every single time. Five stars all the way!,2026-05-22 21:54:36 UTC,645,
5,Best investment app in,Best investment app in India! Low minimum investment limits of just 100 rupees make mutual funds highly accessible to everyone. Will definitely continue using this for all my wealth building.,2026-05-22 21:51:21 UTC,633,
4,The onboarding UI,The onboarding UI is a bit confusing. Setting up fingerprint login resets my MPIN every single time I restart the phone. Please simplify the verification screens.,2026-05-22 21:43:43 UTC,635,
1,Too many steps,Too many steps required just to get started. There are too many document requirements and no clear instructions on what size PDF to upload. Hoping the actual investing experience is better than the sign-up.,2026-05-22 21:42:08 UTC,632,
2,Capital gains calculations are,Capital gains calculations are incorrect. The system keeps throwing a 500 internal server error when I request my FY25 capital gains report. I need this statement urgently for my CA.,2026-05-22 20:55:49 UTC,635,
1,Video KYC is,"Video KYC is a nightmare. The live video verification call drops consistently after waiting in the queue for 15 minutes. If this isn't resolved soon, I will switch to another investment app.",2026-05-22 20:45:36 UTC,617,
3,Withdrawal was rejected with no explanation,"Withdrawal was rejected with no explanation given. Support claims the payout was successful, but my bank statement shows absolutely no deposit from their side. This delay is completely unacceptable for a financial app.",2026-05-22 20:38:28 UTC,617,
5,Highly recommended for,"Highly recommended for beginners and pro investors alike. The app performance is extremely fast, charts load instantly, and the XIRR tracking is very transparent. The dark mode is also beautifully implemented and comfortable.",2026-05-22 20:30:14 UTC,624,
5,I have been using,I have been using this app for 2 years without a single issue. I love the side-by-side fund comparison tool and the portfolio overlap analysis which helped me rebalance. Keep up the great work and thank you for making investing simple.,2026-05-22 20:26:24 UTC,645,
2,The onboarding UI is,The onboarding UI is a bit confusing. There are too many document requirements and no clear instructions on what size PDF to upload. Please simplify the verification screens.,2026-05-22 20:16:24 UTC,615,
1,Autopay setup failed,Autopay setup failed but bank still got linked. The payment screen times out and crashes back to the dashboard during peak market hours. Please process my allotment or refund my money immediately.,2026-05-22 20:06:13 UTC,633,
1,Document upload keeps failing,Document upload keeps failing. No human customer support agent is available to verify my uploaded documents. Please fix this onboarding bug immediately.,2026-05-22 19:25:59 UTC,635,
4,App lock and,"App lock and biometric setup is buggy. The tutorial screens cannot be skipped, which is annoying for experienced investors. Otherwise, the rest of the application seems well-designed.",2026-05-22 19:20:05 UTC,652,
3,Wish there was,Wish there was a better way to export watchlist data. The system keeps throwing a 500 internal server error when I request my FY25 capital gains report. Excel sheet format should be cleaned up.,2026-05-22 19:17:46 UTC,641,
1,Downloading tax statements is broken,"Downloading tax statements is broken. My mutual fund transactions are listed correctly, but the overall summary values are blank. This is a critical bug during tax filing season.",2026-05-22 19:09:26 UTC,655,
3,Video KYC is a,Video KYC is a nightmare. The live video verification call drops consistently after waiting in the queue for 15 minutes. Please fix this onboarding bug immediately.,2026-05-22 19:08:22 UTC,654,
3,The interface is clean but,The interface is clean but the sign-up process is tedious. There are too many document requirements and no clear instructions on what size PDF to upload. Needs a smoother registration flow for non-tech-savvy users.,2026-05-22 19:01:29 UTC,618,
3,The interface is clean,The interface is clean but the sign-up process is tedious. I had to re-enter my personal details three times because the app crashed mid-way. Hoping the actual investing experience is better than the sign-up.,2026-05-22 18:57:03 UTC,653,
2,Net banking payment,Net banking payment is completely broken on this app. The payment screen times out and crashes back to the dashboard during peak market hours. Please process my allotment or refund my money immediately.,2026-05-22 18:52:55 UTC,637,
1,Exporting my mutual fund,Exporting my mutual fund statement gives a server error. XIRR calculations in the exported Excel spreadsheet do not match the values shown in the mobile UI. A simple share button is needed.,2026-05-22 18:34:25 UTC,655,
1,Unable to complete my,Unable to complete my onboarding profile. It gives a random error code during the signature upload step and resets the whole process. Not a good start for a new investor.,2026-05-22 18:34:23 UTC,655,
3,Wish there was a better,Wish there was a better way to export watchlist data. The system keeps throwing a 500 internal server error when I request my FY25 capital gains report. This is a critical bug during tax filing season.,2026-05-22 18:15:51 UTC,654,
1,Unable to withdraw my money from,"Unable to withdraw my money from liquid funds. Support claims the payout was successful, but my bank statement shows absolutely no deposit from their side. This delay is completely unacceptable for a financial app.",2026-05-22 18:08:57 UTC,639,
3,Stuck in verification when trying,"Stuck in verification when trying to redeem mutual funds. The cancel button for pending withdrawals does not work, it just shows a loading spinner forever. Where is my money? Urgent response required.",2026-05-22 17:54:06 UTC,653,
5,Highly recommended for beginners and pro,Highly recommended for beginners and pro investors alike. Setting up monthly SIPs is absolutely seamless and the auto-pay works flawlessly every single time. Will definitely continue using this for all my wealth building.,2026-05-22 17:52:22 UTC,612,
5,Highly recommended for beginners and,"Highly recommended for beginners and pro investors alike. The app performance is extremely fast, charts load instantly, and the XIRR tracking is very transparent. Five stars all the way!",2026-05-22 17:41:41 UTC,627,
2,Exporting my mutual fund statement,Exporting my mutual fund statement gives a server error. The download button in the tax section opens a 0 KB corrupt PDF that won't open in Acrobat. This is a critical bug during tax filing season.,2026-05-22 17:33:22 UTC,629,
4,The design is incredibly beautiful and,The design is incredibly beautiful and fast. I love the side-by-side fund comparison tool and the portfolio overlap analysis which helped me rebalance. Will definitely continue using this for all my wealth building.,2026-05-22 17:24:45 UTC,628,
4,App lock and biometric,App lock and biometric setup is buggy. The app freezes for 10 seconds right after entering the welcome screen OTP. Hoping the actual investing experience is better than the sign-up.,2026-05-22 17:21:55 UTC,628,
5,The design is incredibly beautiful,The design is incredibly beautiful and fast. Instant KYC was completed in under 15 minutes on a Sunday and I started my first investment immediately. Five stars all the way!,2026-05-22 17:16:59 UTC,631,
1,KYC is extremely,KYC is extremely frustrating. It gives a random error code during the signature upload step and resets the whole process. Support is totally unresponsive to my tickets.,2026-05-22 17:16:48 UTC,621,
4,Onboarding took much longer,"Onboarding took much longer than advertised. The app freezes for 10 seconds right after entering the welcome screen OTP. Otherwise, the rest of the application seems well-designed.",2026-05-22 17:08:24 UTC,621,
5,Highly recommended for beginners and,"Highly recommended for beginners and pro investors alike. The app performance is extremely fast, charts load instantly, and the XIRR tracking is very transparent. Five stars all the way!",2026-05-22 16:37:52 UTC,634,
2,Unable to withdraw my money,"Unable to withdraw my money from liquid funds. The cancel button for pending withdrawals does not work, it just shows a loading spinner forever. Where is my money? Urgent response required.",2026-05-22 16:34:39 UTC,626,
4,App lock and biometric setup,App lock and biometric setup is buggy. I had to re-enter my personal details three times because the app crashed mid-way. Needs a smoother registration flow for non-tech-savvy users.,2026-05-22 16:26:18 UTC,636,
4,Best investment app in India,Best investment app in India! Instant KYC was completed in under 15 minutes on a Sunday and I started my first investment immediately. Keep up the great work and thank you for making investing simple.,2026-05-22 16:23:52 UTC,654,
4,The onboarding UI is a bit,The onboarding UI is a bit confusing. I had to re-enter my personal details three times because the app crashed mid-way. Decent app but onboarding friction is high.,2026-05-22 15:48:01 UTC,617,
5,I have been using this app,I have been using this app for 2 years without a single issue. I love the side-by-side fund comparison tool and the portfolio overlap analysis which helped me rebalance. Keep up the great work and thank you for making investing simple.,2026-05-22 15:13:07 UTC,647,
